0000037c,00000001,000ffffd,18
0000085c,00000001,000ffffe,2394691
000007ec,00000002,000ffffe,2394699
00000820,00000002,000ffffe,2394703
0000085c,00000001,000ffffe,2394976
0000085c,00000001,000ffffe,2395385
00000848,00000007,00080401,2395596
000007c0,00000001,000ffffe,2395693
00000858,00000001,000ffffe,2395745
000007fc,00000013,0008013c,2396029
000007c0,00000001,000ffffe,2396416
00000854,00000001,000ffffe,2396619
000007d0,00000001,000ffffe,2396721
000007ac,00000001,000ffffe,2397012
0000083c,00000002,000ffffe,2397159
000007ec,00000002,000ffffe,2397504
00000800,00000001,000ffffe,2397676
000007ac,00000001,000ffffe,2397763
000007ec,00000002,000ffffe,2397808
00000870,00000001,000ffffe,2398069
0000084c,00000001,000ffffe,2398472
000008d8,00000001,000ffffe,2398674
000007b4,00000002,000ffffe,2399048
00000858,00000001,000ffffe,2399234
00000854,00000001,000ffffe,2399328
000007bc,0000000c,00080400,2399658
00000820,00000002,000ffffe,2399808
000007b4,00000002,000ffffe,2400160
000007bc,0000000c,00080400,2400618
000007ac,00000001,000ffffe,2401071
000007ac,00000001,000ffffe,2401575
000007fc,00000013,0008013d,2402085
00000800,00000001,000ffffe,2402553
00000854,00000001,000ffffe,2403036
000007b4,00000002,000ffffe,2403279
000007b4,00000002,000ffffe,2403640
000007b4,00000002,000ffffe,2403821
00000854,00000001,000ffffe,2403911
000007d8,00000001,000ffffe,2403957
000007bc,0000000c,00080400,2404231
00000820,00000002,000ffffe,2404353
000007ec,00000002,000ffffe,2404691
000007ac,00000001,000ffffe,2405131
00000834,00000001,000ffffe,2405352
0000085c,00000001,000ffffe,2405463
00000858,00000001,000ffffe,2405519
000007ac,00000001,000ffffe,2405787
00000854,00000001,000ffffe,2406193
000007ec,00000002,000ffffe,2406669
00000854,00000001,000ffffe,2406906
000007d0,00000001,000ffffe,2407265
0000083c,00000002,000ffffe,2407446
00000820,00000002,000ffffe,2407776
00000820,00000002,000ffffe,2408213
00000820,00000002,000ffffe,2408432
000007ec,00000002,000ffffe,2408542
00000854,00000001,000ffffe,2408836
000007bc,0000000c,00080401,2408995
000007ec,00000002,000ffffe,2409331
000007d0,00000001,000ffffe,2409775
0000085c,00000001,000ffffe,2409998
000007ec,00000002,000ffffe,2410111
00000858,00000001,000ffffe,2410406
0000084c,00000001,000ffffe,2410794
0000084c,00000001,000ffffe,2411260
000007c0,00000001,000ffffe,2412018
000007fc,00000127,0008013e,2412059
00000854,00000001,000ffffe,2412145
000007d0,00000001,000ffffe,2412209
000007ac,00000001,000ffffe,2412481
00000818,00000001,000ffffe,2412889
000007ac,00000001,000ffffe,2413365
000007ec,00000002,000ffffe,2413876
00000854,00000001,000ffffe,2414370
00000858,00000001,000ffffe,2414618
00000820,00000002,000ffffe,2414983
000007d0,00000001,000ffffe,2415404
00000800,00000001,000ffffe,2415855
000007ec,00000002,000ffffe,2416082
000008e4,00000001,000ffffe,2416434
000008d4,0000000c,0008013e,2416622
00000884,00000001,000ffffe,2416700
000008e0,00000001,000ffffe,2416745
000008d8,00000001,000ffffe,2416768
000008d8,00000001,000ffffe,2416780
00000848,00000007,00080400,2417064
00000854,00000001,000ffffe,2417469
0000083c,00000002,000ffffe,2417676
00000858,00000001,000ffffe,2418050
0000084c,00000001,000ffffe,2418238
00000854,00000001,000ffffe,2418572
0000085c,00000001,000ffffe,2419011
000007ac,00000001,000ffffe,2419231
000007bc,0000000c,00080400,2419624
000007d8,00000001,000ffffe,2420044
00000834,00000001,000ffffe,2420260
000007bc,0000000c,00080400,2420651
000007d0,00000001,000ffffe,2421070
00000834,00000001,000ffffe,2421525
00000834,00000001,000ffffe,2421753
00000848,00000007,00080400,2422113
0000083c,00000002,000ffffe,2422525
000007c0,00000001,000ffffe,2422733
0000083c,00000002,000ffffe,2422839
00000818,00000001,000ffffe,2422891
00000858,00000001,000ffffe,2422918
00000834,00000001,000ffffe,2422932
0000084c,00000001,000ffffe,2423211
000007c0,00000001,000ffffe,2423351
000007c0,00000001,000ffffe,2423693
0000085c,00000001,000ffffe,2424136
000007bc,0000000c,00080400,2424369
000007d8,00000001,000ffffe,2424741
00000854,00000001,000ffffe,2424933
00000820,00000002,000ffffe,2425270
000007c0,00000001,000ffffe,2425709
00000854,00000001,000ffffe,2426169
00000848,00000007,00080401,2426677
000007ac,00000001,000ffffe,2427408
0000082c,00000244,00080471,2427741
000007bc,0000000c,00080401,2427782
000007c0,00000001,000ffffe,2427953
0000084c,00000001,000ffffe,2428450
0000084c,00000001,000ffffe,2428773
0000082c,00000244,0008046e,2428863
000007ec,00000002,000ffffe,2428936
0000083c,00000002,000ffffe,2429257
000007c0,00000001,000ffffe,2429417
00000800,00000001,000ffffe,2429498
000007c0,00000001,000ffffe,2429560
00000848,00000007,00080401,2429577
000007b4,00000002,000ffffe,2429578
00000820,00000002,000ffffe,2429853
0000084c,00000001,000ffffe,2429990
0000082c,00000244,00080477,2430118
000007d0,00000001,000ffffe,2430331
000007d0,00000001,000ffffe,2430502
00000848,00000007,00080401,2430594
0000084c,00000001,000ffffe,2430903
000007bc,0000000c,00080401,2431072
000007b4,00000002,000ffffe,2431413
000007ec,00000002,000ffffe,2431589
000007b4,00000002,000ffffe,2431917
000007ac,00000001,000ffffe,2432352
00000800,00000001,000ffffe,2433311
0000082c,00000244,00080463,2433389
00000834,00000001,000ffffe,2433562
00000848,00000007,00080401,2433694
0000083c,00000002,000ffffe,2433992
0000083c,00000002,000ffffe,2434144
000008e0,00000001,000ffffe,2434491
00000818,00000001,000ffffe,2434937
000007ec,00000002,000ffffe,2435401
00000820,00000002,000ffffe,2435633
00000848,00000007,00080400,2435994
000007d0,00000001,000ffffe,2436406
00000854,00000001,000ffffe,2436855
000007c0,00000001,000ffffe,2437080
000007bc,0000000c,00080400,2437204
000007bc,0000000c,00080400,2437261
00000834,00000001,000ffffe,2437279
00000800,00000001,000ffffe,2437294
00000854,00000001,000ffffe,2437302
00000854,00000001,000ffffe,2437578
00000800,00000001,000ffffe,2437988
000007ac,00000001,000ffffe,2438465
000007b4,00000002,000ffffe,2438705
000007fc,00000013,00080141,2438842
000007c0,00000001,000ffffe,2439124
000007c0,00000001,000ffffe,2439514
000007d0,00000001,000ffffe,2439981
00000820,00000002,000ffffe,2440216
0000084c,00000001,000ffffe,2440572
000007d0,00000001,000ffffe,2440751
0000085c,00000001,000ffffe,2440841
000007bc,0000000c,00080400,2441169
00000818,00000001,000ffffe,2441317
0000083c,00000002,000ffffe,2441398
00000858,00000001,000ffffe,2442105
0000082c,00000244,00080451,2442288
00000834,00000001,000ffffe,2442575
0000084c,00000001,000ffffe,2443082
00000834,00000001,000ffffe,2443336
0000085c,00000001,000ffffe,2443703
000007bc,0000000c,00080401,2443898
000007bc,0000000c,00080401,2444668
0000082c,00000244,00080464,2444798
00000848,00000007,00080401,2445122
00000854,00000001,000ffffe,2445346
000007ac,00000001,000ffffe,2445701
000007fc,00000013,00080141,2445897
000007c0,00000001,000ffffe,2446208
00000854,00000001,000ffffe,2446373
000007d0,00000001,000ffffe,2446456
00000800,00000001,000ffffe,2446498
00000834,00000001,000ffffe,2446759
00000820,00000002,000ffffe,2446891
000007ac,00000001,000ffffe,2446956
000007b4,00000002,000ffffe,2447262
00000834,00000001,000ffffe,2447491
0000083c,00000002,000ffffe,2447531
00000848,00000007,00080401,2447556
0000082c,00000244,00080448,2447993
0000084c,00000001,000ffffe,2448245
0000082c,00000244,00080472,2448411
0000083c,00000002,000ffffe,2448453
00000834,00000001,000ffffe,2448556
000007ac,00000001,000ffffe,2448848
0000084c,00000001,000ffffe,2449234
00000848,00000007,00080401,2449705
000007ac,00000001,000ffffe,2449932
000007c0,00000001,000ffffe,2450049
000007d8,00000001,000ffffe,2450108
00000854,00000001,000ffffe,2450138
00000800,00000001,000ffffe,2450425
000007ac,00000001,000ffffe,2450569
0000085c,00000001,000ffffe,2451357
0000082c,00000244,0008044b,2451492
00000848,00000007,00080401,2451825
000008e4,00000001,000ffffe,2452322
00000818,00000001,000ffffe,2452574
000007d0,00000001,000ffffe,2452940
00000818,00000001,000ffffe,2453363
000007bc,0000000c,00080400,2453586
000007ac,00000001,000ffffe,2453953
000007b4,00000002,000ffffe,2454383
000007fc,00000013,00080144,2454615
00000820,00000002,000ffffe,2454706
000007ac,00000001,000ffffe,2454999
00000854,00000001,000ffffe,2455386
000007b4,00000002,000ffffe,2455581
0000085c,00000001,000ffffe,2455949
0000083c,00000002,000ffffe,2456135
000007b4,00000002,000ffffe,2456275
000007ec,00000002,000ffffe,2456299
00000848,00000007,00080400,2456588
0000082c,00000244,00080467,2456806
000007ac,00000001,000ffffe,2456996
000007d0,00000001,000ffffe,2457475
000007ec,00000002,000ffffe,2457716
000007d8,00000001,000ffffe,2458075
00000854,00000001,000ffffe,2458495
000007ac,00000001,000ffffe,2458945
00000834,00000001,000ffffe,2459442
00000848,00000007,00080400,2459697
000007ec,00000002,000ffffe,2459817
000007bc,0000000c,00080400,2459890
0000084c,00000001,000ffffe,2459911
0000085c,00000001,000ffffe,2460199
000007ec,00000002,000ffffe,2460616
000007b4,00000002,000ffffe,2461096
00000864,00000001,000ffffe,2461607
00000848,00000007,00080401,2462597
0000082c,00000244,0008046f,2462682
0000083c,00000002,000ffffe,2463076
00000820,00000002,000ffffe,2463558
000007ec,00000002,000ffffe,2464039
000007ac,00000001,000ffffe,2464279
000007fc,00000013,00080144,2464418
000007d0,00000001,000ffffe,2464492
0000086c,00000001,000ffffe,2464508
000007d8,00000001,000ffffe,2464788
0000082c,00000244,00080473,2465040
00000800,00000001,000ffffe,2465200
000007b4,00000002,000ffffe,2465679
0000085c,00000001,000ffffe,2466189
00000858,00000001,000ffffe,2466445
000007d8,00000001,000ffffe,2466813
000007b4,00000002,000ffffe,2467238
000007ec,00000002,000ffffe,2467690
000007ac,00000001,000ffffe,2468187
000007d0,00000001,000ffffe,2468676
000007bc,0000000c,00080401,2468932
00000854,00000001,000ffffe,2469106
00000848,00000007,00080401,2469519
0000082c,00000244,0008046e,2469623
000008e8,00000001,000ffffe,2469853
00000858,00000001,000ffffe,2470295
0000082c,000003c9,00080456,2470345
00000834,00000001,000ffffe,2470756
0000084c,00000001,000ffffe,2470987
00000858,00000001,000ffffe,2471103
000007b4,00000002,000ffffe,2471402
00000820,00000002,000ffffe,2471791
000007d8,00000001,000ffffe,2471985
00000800,00000001,000ffffe,2472083
00000834,00000001,000ffffe,2472372
00000848,00000007,00080400,2472523
00000820,00000002,000ffffe,2472628
00000820,00000002,000ffffe,2472647
000007b4,00000002,000ffffe,2472657
00000834,00000001,000ffffe,2472933
00000800,00000001,000ffffe,2473072
000007bc,0000000c,00080400,2473153
0000082c,00000244,0008044f,2473169
000007d8,00000001,000ffffe,2473449
00000854,00000001,000ffffe,2473603
000007d0,00000001,000ffffe,2473952
00000800,00000001,000ffffe,2474127
00000820,00000002,000ffffe,2474216
000007c0,00000001,000ffffe,2474531
00000854,00000001,000ffffe,2475400
0000082c,00000244,00080451,2475508
000007d8,00000001,000ffffe,2475636
00000834,00000001,000ffffe,2476413
0000082c,00000244,00080448,2476573
000007c0,00000001,000ffffe,2476623
000007ac,00000001,000ffffe,2477000
00000800,00000001,000ffffe,2477189
00000800,00000001,000ffffe,2477284
0000085c,00000001,000ffffe,2477332
00000854,00000001,000ffffe,2477596
000007ac,00000001,000ffffe,2478474
0000082c,00000244,00080462,2478579
000007d8,00000001,000ffffe,2478983
0000083c,00000002,000ffffe,2479239
00000800,00000001,000ffffe,2479366
00000858,00000001,000ffffe,2479670
000007ac,00000001,000ffffe,2480062
00000834,00000001,000ffffe,2480530
00000848,00000007,00080401,2481042
000007c0,00000001,000ffffe,2481529
00000834,00000001,000ffffe,2481776
000007c0,00000001,000ffffe,2481900
000007b4,00000002,000ffffe,2482203
000007bc,0000000c,00080401,2482604
00000800,00000001,000ffffe,2482789
000007fc,00000013,00080145,2483177
000007d0,00000001,000ffffe,2483584
00000800,00000001,000ffffe,2483797
000007b4,00000002,000ffffe,2483905
00000858,00000001,000ffffe,2483958
00000800,00000001,000ffffe,2484225
00000818,00000001,000ffffe,2484359
0000084c,00000001,000ffffe,2484698
00000848,00000007,00080401,2484874
000007ec,00000002,000ffffe,2485194
00000858,00000001,000ffffe,2485356
000007d0,00000001,000ffffe,2485438
0000083c,00000002,000ffffe,2485752
00000800,00000001,000ffffe,2485908
0000083c,00000002,000ffffe,2486028
000007fc,00000013,00080146,2486305
0000082c,00000244,00080456,2486566
000007ac,00000001,000ffffe,2486689
000007fc,00000013,00080145,2487180
00000854,00000001,000ffffe,2487399
00000894,00000001,000ffffe,2487518
00000894,00000001,000ffffe,2487578
000008d8,00000001,000ffffe,2487848
00000820,00000002,000ffffe,2488256
00000798,00000002,000ffffe,2488460
00000800,00000001,000ffffe,2488833
000007fc,00000013,00080147,2489278
00000834,00000001,000ffffe,2489474
000007b4,00000002,000ffffe,2489854
000007b4,00000002,000ffffe,2490044
000007c0,00000001,000ffffe,2490378
000007ac,00000001,000ffffe,2490546
00000820,00000002,000ffffe,2490871
000007fc,00000013,00080148,2491322
00000858,00000001,000ffffe,2491761
00000800,00000001,000ffffe,2491990
00000818,00000001,000ffffe,2492105
00000820,00000002,000ffffe,2492164
0000083c,00000002,000ffffe,2492433
000007d8,00000001,000ffffe,2492567
00000854,00000001,000ffffe,2492635
0000085c,00000001,000ffffe,2492941
000007bc,0000000c,00080400,2493345
00000818,00000001,000ffffe,2493531
0000083c,00000002,000ffffe,2493631
000007a0,00000006,00080400,2493685
00000848,00000007,00080400,2493951
00000848,00000007,00080400,2494084
000007d8,00000001,000ffffe,2494145
000007b4,00000002,000ffffe,2494180
000007b4,00000002,000ffffe,2494437
00000854,00000001,000ffffe,2494565
000007d8,00000001,000ffffe,2494630
000007ac,00000001,000ffffe,2494663
00000858,00000001,000ffffe,2494680
00000834,00000001,000ffffe,2494694
0000084c,00000001,000ffffe,2494697
00000858,00000001,000ffffe,2494699
000007fc,00000013,00080147,2494707
00000848,00000007,00080400,2494978
0000085c,00000001,000ffffe,2495109
00000800,00000001,000ffffe,2495213
000007fc,00000013,00080147,2495249
00000834,00000001,000ffffe,2495512
000007b4,00000002,000ffffe,2495654
0000084c,00000001,000ffffe,2495724
0000082c,00000244,00080460,2495757
0000083c,00000002,000ffffe,2495761
00000848,00000007,00080400,2496024
00000854,00000001,000ffffe,2496419
00000858,00000001,000ffffe,2496620
000007d0,00000001,000ffffe,2496721
00000858,00000001,000ffffe,2496772
000007d8,00000001,000ffffe,2496798
000007d8,00000001,000ffffe,2497083
000007d8,00000001,000ffffe,2497226
000007b4,00000002,000ffffe,2497299
000007d8,00000001,000ffffe,2497606
00000818,00000001,000ffffe,2498000
00000834,00000001,000ffffe,2498469
000007ac,00000001,000ffffe,2498704
000007d0,00000001,000ffffe,2498822
00000800,00000001,000ffffe,2499121
000007ec,00000002,000ffffe,2499272
000007b4,00000002,000ffffe,2499619
000007d0,00000001,000ffffe,2499792
00000858,00000001,000ffffe,2500119
00000820,00000002,000ffffe,2500284
00000818,00000001,000ffffe,2500605
00000848,00000007,00080401,2501044
00000834,00000001,000ffffe,2501255
000007d8,00000001,000ffffe,2501419
00000848,00000007,00080401,2501453
0000084c,00000001,000ffffe,2501733
000007fc,000001bf,00080146,2501810
000007bc,0000000c,00080401,2502159
000007b4,00000002,000ffffe,2502357
000007ec,00000002,000ffffe,2502733
000007ec,00000002,000ffffe,2503161
0000083c,00000002,000ffffe,2503615
0000085c,00000001,000ffffe,2504113
000007d8,00000001,000ffffe,2504728
00000858,00000001,000ffffe,2504911
0000082c,00000244,00080458,2504942
00000848,00000007,00080401,2505009
000008ac,0000000c,00080400,2505332
00000818,00000001,000ffffe,2505720
000007ac,00000001,000ffffe,2505920
000007b4,00000002,000ffffe,2506293
00000818,00000001,000ffffe,2506718
0000084c,00000001,000ffffe,2507171
000007d0,00000001,000ffffe,2507398
000007d0,00000001,000ffffe,2507512
00000854,00000001,000ffffe,2507809
0000083c,00000002,000ffffe,2507959
000007bc,0000000c,00080400,2508044
000007bc,0000000c,00080400,2508082
00000848,00000007,00080400,2508336
0000084c,00000001,000ffffe,2508797
0000083c,00000002,000ffffe,2508967
0000082c,00000244,0008046f,2509039
000007c0,00000001,000ffffe,2509051
00000800,00000001,000ffffe,2509094
0000085c,00000001,000ffffe,2509399
00000800,00000001,000ffffe,2509541
0000082c,00000244,00080476,2509695
0000085c,00000001,000ffffe,2509884
000007ac,00000001,000ffffe,2510056
00000834,00000001,000ffffe,2510382
00000820,00000002,000ffffe,2510818
00000818,00000001,000ffffe,2511035
00000820,00000002,000ffffe,2511417
000007b4,00000002,000ffffe,2511608
000007bc,0000000c,00080400,2511714
0000085c,00000001,000ffffe,2512023
00000818,00000001,000ffffe,2512423
0000084c,00000001,000ffffe,2512895
000007ac,00000001,000ffffe,2513403
00000818,00000001,000ffffe,2513897
00000800,00000001,000ffffe,2514628
0000082c,00000244,00080442,2514963
0000085c,00000001,000ffffe,2514990
000007bc,0000000c,00080401,2515422
0000083c,00000002,000ffffe,2515623
000007d8,00000001,000ffffe,2515728
0000083c,00000002,000ffffe,2516022
00000858,00000001,000ffffe,2516168
0000084c,00000001,000ffffe,2516242
000007b4,00000002,000ffffe,2516552
0000083c,00000002,000ffffe,2516707
0000084c,00000001,000ffffe,2516784
000007c0,00000001,000ffffe,2517095
000007a4,00000001,000ffffe,2517251
000007d8,00000001,000ffffe,2517601
000007d8,00000001,000ffffe,2518048
000007b4,00000002,000ffffe,2518273
00000848,00000007,00080401,2518662
0000085c,00000001,000ffffe,2519088
0000085c,00000001,000ffffe,2519544
00000848,00000007,00080401,2520050
000007ac,00000001,000ffffe,2520534
000007ac,00000001,000ffffe,2521019
0000084c,00000001,000ffffe,2521262
0000083c,00000002,000ffffe,2521385
00000820,00000002,000ffffe,2521686
00000818,00000001,000ffffe,2521836
0000085c,00000001,000ffffe,2521912
000007d8,00000001,000ffffe,2522222
00000820,00000002,000ffffe,2522618
0000085c,00000001,000ffffe,2522815
000008a4,00000002,000ffffe,2523187
000008e0,00000001,000ffffe,2523372
0000084c,00000001,000ffffe,2523705
000007ac,00000001,000ffffe,2523956
000007ac,00000001,000ffffe,2524270
0000082c,00000244,0008046b,2524451
000007fc,00000013,0008014a,2524685
00000854,00000001,000ffffe,2524866
000007bc,0000000c,00080400,2524977
00000854,00000001,000ffffe,2525256
000007bc,0000000c,00080400,2525652
00000848,00000007,00080400,2525840
00000854,00000001,000ffffe,2525931
00000800,00000001,000ffffe,2525980
00000848,00000007,00080400,2526011
00000800,00000001,000ffffe,2526018
0000084c,00000001,000ffffe,2526025
000007ac,00000001,000ffffe,2526029
00000800,00000001,000ffffe,2526303
00000800,00000001,000ffffe,2526712
0000083c,00000002,000ffffe,2526918
000007bc,0000000c,00080400,2527031
00000854,00000001,000ffffe,2527072
00000854,00000001,000ffffe,2527338
00000834,00000001,000ffffe,2527743
000007ec,00000002,000ffffe,2527947
0000083c,00000002,000ffffe,2528049
00000818,00000001,000ffffe,2528339
000007c0,00000001,000ffffe,2528485
